"Word","Part of speech","Affixation","Meaning","Example","English example","page"
"garút","verb","/-un/","","","to corrupt.","127"
"garúk","adjective","","","","","127"
"garantíya","noun","","","","guarantee.","127"
"garáhi","noun","","","","garage.","127"
"gará’","verb","","","","","127"
"gará’","noun","","","","","127"
"gárab","verb","","","","","127"
"gápus","verb","/-ora/; /mag-, -un/; /ma-/; /-un/","100 juice, coconut milk. /-ora/ extravagant, spendthrift. /mag-, -un/ to spend, to expend, to disburse. Naggástos kamí sa ng madámu’ pagkádtu námun sa Hongkong. We spent a lot when we went to Hong Kong. expense, disbursement. /ma-/ to ugh, rowdy.","Naggástos kamí sa ng madámu’ pagkádtu námun sa Hongkong.","/-un/ to allure, to entice, to persuade, to prevail upon.","127"
"gíhu’","verb","","","","","128"
"gihápun","adverb","","","","always.","128"
"gíd","particle","","","","","128"
"gíkan","verb","","","","","128"
"gíkan","verb","","","","","128"
"géra","noun","","","","war, battle.","128"
"gayún","adjective","","","","","128"
"gáwgaw","noun","","","","starch.","128"
"gáwad","verb","","","","","128"
"gáwa","verb","","","","","128"
"gáwa","verb","","","","","128"
"ga’úd","noun","","","","paddle, oar.","128"
"gatús","numeral","","","","hundred.","128"
"gátung","verb","","","","101 general completed -un affix.","128"
"sulát. I read the letter.","adverb","/mag-, -un/; /mag-/; /ma-/","soon, immediately, later. /mag-, -un/ to move, to stir, to budge. Gingíhu’ ku ang lamésa. I moved the table. very, extremely, most, intensifier. /mag-/ to come from, to or iginate, to be derived from. Naggíkan iní sa Mindanáo. This came from Mindanao. /mag-/ to declare or fight a war. Naggéra sa Vietnam. There was war in Vietnam. /ma-/ gorgeous, dressy. /mag-, -un/ to get at a price, to recover, to redeem a pawned item.","Gingáwad ku ang ginprénda kung síngsing.","I redeemed my","128"
"gitára","noun","","","","guitar.","129"
"gíray","verb","","","","","129"
"gísi’","verb","","","","","129"
"gisántes","noun","","","","pea.","129"
"gisá","verb","","","","","129"
"Ginú’u","noun","","","","God.","129"
"gín’ut","adjective","","","","","129"
"ginikánan","noun","","","","","129"
"parent.","verb","","","","","129"
"ginháwa","noun","","","","","129"
"ginamús","noun","","","","","129"
"gúlang","noun","","","","age, maturity.","130"
"gúhab","verb","","","","","130"
"gúgma","noun","","","","","130"
"gúgma","verb","","","","","130"
"gúbat","noun","","","","war.","130"
"gubán","noun","","","","","130"
"gubá’","verb","","","","","130"
"grúpu","noun","","","","group.","130"
"gruméte","noun","","","","crew.","130"
"grípo","noun","","","","faucet.","130"
"grátis","noun","","","","gratis, free.","130"
"grásya","noun","","","","grace, blessing.","130"
"grása","noun","","","","grease.","130"
"gramátika","noun","","","","grammar.","130"
"grádwar","verb","","","","","130"
"grádo","noun","","grade.","","degree.","130"
"grábe","adjective","","","","grave, serious.","130"
"governadór","noun","/mag-/","governor.","","103 /mag-/ to be old, to become mature, to ripen.","130"
"gústo","noun","","","","","131"
"gurípat","verb","","","","","131"
"guráyguráy","adjective","","","","lined, striped.","131"
"guráb","verb","","","","","131"
"gúra","noun","","","","","131"
"cap, hat.","verb","","","","","131"
"gúnting","noun","","","","","131"
"gúmun","verb","","","","","131"
"gumulúwa’","noun","","","","cast, mold.","131"
"gúmuk","verb","","","","","131"
"gúma","noun","","","","rubber, tire.","131"
"gulút","verb","","","","","131"
"gúlub","verb","","","","","131"
"gúlgul","verb","/mag-, -un/; /-un/","104 wants, desire, likes. /mag-, -un/ to twist the ears, to box the ears. Gingurípat ku si Noél kay sutíl. I boxed Noel’s ears because he was naughty. /mag-, -un/ to grasp and to pull out grass, to weed. Naggúrab ang hardinéro sa ng hilamún. The gardner pulled out some grass. /mag-, -un/ to cut with a scissors. Naggúnting akú sa ng papél. I cut paper.","Naggúnting akú sa ng papél.","/-un/ to muddle, to disorganize, to entangle,","131"
"gwápo","adjective","","","","","132"
"gwápo","verb","","","","","132"
"gwá’","adverb","","","","outside.","132"
"gúyud","verb","","","","","132"
"gúyud","verb","","","","","132"
"gútum","noun","","","","","132"
"gútum","verb","","","","","132"
"gutúk","adjective","","","","","132"
"gútrab","verb","","","","","132"
"gúlu’","verb","","","","","132"
"gúlpi","verb","","","","","132"
"gúsuk","noun","","","","","132"
"rib.","verb","/mag-, -un/; /-un/; /mag-, -an/","105 handsome, beautiful, pretty. /mag-, -un/ to go or come outside, to appear, to make one’s appearance on stage. Naggwá’ si Belén. Belen went outside. /mag-, -un/ to tug along, to drag along, to pull, to trail along the ground. Naggúyud akú sa ng kánding. I pulled a goat. /-un/ to crave for, to hunger for. Gingutúm si María. Maria felt hungry.","Gingutúm si María.","/mag-, -an/ to be tight.","132"
"háklu’","verb","","","hakáb","","133"
"hábyug","verb","","","","","133"
"habúy","verb","","","","","133"
"habón","noun","","","","","133"
"habón","verb","","","","","133"
"habúl","adjective","","","","","133"
"hábul","noun","","","","","133"
"hábug","verb","","","","","133"
"hábuk","verb","","","","","133"
"hábnus","verb","","","","","133"
"háblug","verb","/mag-, -un/","","","106 /mag-, -un/ to breathe in, to draw in, to inhale.","133"
"hángin. I inhaled fresh air.","adjective","/mag-, -un/; /ma-/","ravenous, greedy. /mag-, -un/ to swing, hurl, to rock, especially to a far distance. /mag-, -un/ to throw out, to cast, to shoot, to toss, to pitch. washing soap. /mag-, -un/ to weave. Naghabúl akú sa ng baróng. I wove a barong cloth. /ma-/ of edged or pointed to ols, dull, blunt. thick blanket. /mag-, -un/ to swing, to rock back and forth.","Naghábug ang báta’ sa dúyan.","The child is swinging.","133"
"hágbas","verb","","","","","134"
"hágad","verb","","","","","134"
"hágad","verb","","","","","134"
"hágad","adjective","","","","","134"
"hádluk","noun","","","","","134"
"hákwat","verb","","","","","134"
"hákut","verb","","","","","134"
"hákut","verb","","","","","134"
"hakús","noun","","","","","134"
"hakús","verb","","","","","134"
"hákup","noun","","","hakú’hakú’","","134"
"hákruy","verb","/mag-, -un/; /mang-, -un/; /ma-, -an/","107 /mag-, -un/ to cut, to mow down grass, to cut down grass or weeds with a si ckle or a reaper. Ginhágbas sa ng táwu ang hilamún. The man cut the grass. /mang-, -un/ to persuade, to induce, to invite, to ask to come. Ginhágad ni Córa akú sa íla baláy. Cora invited me to their house. /ma-, -an/ to be afraid, to fear, to be apprehensive.","Nahádluk akú sa múrtu.","I am afraid of ghosts.","134"
"handful, fistful.","adverb","/mang-/","hastily, hurriedly. /mang-/ to complain, to moan, to si gh.","Nanghákruy akú sa ng trabáho.","I complained about the work.","134"
"hálad","noun","","","","","135"
"hálad","verb","","","","","135"
"halákhak","noun","","","","","135"
"hálab","verb","","","halá","","135"
"háguphágup","verb","","","","","135"
"háguphágup","verb","","","","","135"
"hagúp","adjective","","","","","135"
"hágmak","verb","","","","","135"
"hágis","verb","","","","","135"
"haǵdan","noun","/mag-, -an/; /mag-/; /mag-, -un/","108 /mag-, -an/ to of fer, to sa crifice, to bestow, to donate. Naghálad akú sa ng búlak sa Mahál nga Bírhen. I of fered flowers to the Virgin Mother. of fer, dedication, gift. /mag-/ to laugh loudly. Naghalákhak kamí sa ti’áw ni Cárlos. We laughed at the jokes of Carlos.","Naghalákhak kamí sa ti’áw ni Cárlos.","/mag-, -un/ to feed like animals on grass, to pasture, to graze.","135"
"halúk","noun","","","","","136"
"halu’án","noun","","","","","136"
"hálu’","verb","","","","","136"
"hál’u","noun","","","","mortar, pestle.","136"
"halíya","noun","","","","","136"
"hálit","verb","","","","","136"
"halíntang","noun","","","","","136"
"hálin","verb","","","","","136"
"halín","verb","","","","","136"
"halimbáwa’","noun","","","","example.","136"
"halígi","noun","","","","","136"
"hál’id","verb","","","","","136"
"haláy","verb","/mag-, -un/; /-un, -an/","109 kiss, peck on the cheek. fresh water fish. /mag-, -un/ to mix to gether, to beat to gether. Ginhálu’ ku ang mangá útan. I mixed the vegetables to gether. jelly made from coconut milk and brown sugar. /-un, -an/ to damage, to injure, to impair. Ginhalítan sa ng úlud ang tanúm.","Ginhalítan sa ng úlud ang tanúm.","grade, step, degree.","136"
"hámpak","verb","","","","","137"
"hámbuy","verb","","","","","137"
"hámbuy","verb","","","","","137"
"hámbug","verb","","","","","137"
"hámbug","adjective","","","","","137"
"hámbal","noun","","","","","137"
"hámak","verb","","","hálus","","137"
"hálung","verb","","","","","137"
"halúnhun","verb","","","","","137"
"halúg","adjective","","","","","137"
"loose.","verb","/mag-, -un/; /mag-/; /magpang-/","110 /mag-, -un/ to beat, to whip, to whack. Ginhámpak ang sutíl nga báta’ sa ng íya amáy. The naughty child was beaten by his father. /mag-/ to put, to place, to rest one’s arm upon. Naghámbuy si Lóurdes sa abága ku. Lourdes supported herself on my shoulder. /magpang-/ to be boastful, to be proud.","Nagpanghámbug si María nga manggaránun kunú si lá.","Maria boasted","137"
"that they are supposed to be rich.","adjective","/mag-, -un/; /pala-/; /-un/","boastful, haughty, proud, hambug. /mag-, -un/ to talk, to sa y, to tell, to speak. /pala-/ talkative, conversant. speech, conversation, talk. /-un/ to scorn, to hate.","Ginhámak ni Márcos ang gobernadór.","Marcos scorned","137"
"the governor.","adverb","/-un, -an/; /mag-, -un/; /mag-, -an/","almost, somewhat, very close to. /-un, -an/ to handle with care, to treat tenderly, to cherish. Ginhalúngan ku ang ákung bág’ung makinílya. I took good care of my new typewriter. /mag-, -un/ to swallow a big chunk of food with out chewing, to gulp down the throat. Ginhalúnhun sa ng laláki ang isá ka ságing. The man swallowed one whole banana. /mag-, -an/ to give a kiss. Naghalúk ang báta’ sa íya ilúy.","Naghalúk ang báta’ sa íya ilúy.","H","137"
"hánda’","verb","","","","","138"
"hánas","verb","","","","","138"
"hámyang","verb","","","","","138"
"hamú’ut","verb","","","","","138"
"hamú’uk","adverb","","","","deep sleep.","138"
"hamú’uk","verb","","","","","138"
"hamút","adjective","","","","","138"
"hamún","noun","","","","","138"
"hámtung","noun","","","","","138"
"hámtang","verb","","","","","138"
"hámpul","noun","","","","","138"
"hampángan","noun","","","","","138"
"toy.","noun","","","","","138"
"hámpang","verb","/mag-, -un/; /ma-/","111 /mag-, -un/ to prepare, to make ready. Naghánda’ si lá sa ng madámu’ nga pagká’un. They prepared so much food. /mag-, -un/ to drill, to train, to practice, to rehearse. Naghánas ang mangá soldádo. The soldiers drilled. /mag-, -un/ to lie on one’s back, to lie in state as of a corpse. Ginhámyang ang patáy sa punerárya.","Ginhámyang ang patáy sa punerárya.","/ma-/ to be pleased, to be gratified.","138"
"hangánhangán","adverb","","","","easily, lazily, taking it easy.","139"
"hangád","verb","","","","","139"
"hanú’ut","verb","","","","","139"
"hánut","noun","","","","whip, lash.","139"
"hántup","verb","","","","","139"
"hantál","verb","","","haníp","","139"
"haníg","verb","","","","","139"
"hándus","verb","","","","","139"
"handuráwan","noun","","","","daydream.","139"
"hándung","noun","","","","","139"
"hándung","verb","","","","","139"
"hándum","noun","/-un/","112 /-un/ to look up to, to honor, to admire, to raise one’s eyes to.","Ginhangád ku ang katahúm ni Lucía.","I admired the beauty of Lucia.","139"
"hándum","adjective","/mag-, -un/; /ma-/","si ncere, wholehearted. /mag-, -un/ to strike with a whip or cane, to flog, to beat. Ginhánut si Víctor sa ng íya amáy.","Ginhánut si Víctor sa ng íya amáy.","/ma-/ to understand, to comprehend, to know, to conceive.","139"
"wood under the house.","adverb","/mag-, -un/; /-anan/","even, uniform, of equal distance. /mag-, -un/ to line the bottom of a pan with leaves or the like to prevent the food from sticking. Naghaníg akú sa ng kán’un. I lined the pot for the rice. /mag-, -un/ to spear, to split, to bore or thrust through. shade, unlighted area. /mag-, -un/ to long for, to wish for, to crave for.","Naghaníg akú sa ng kán’un.","H","139"
"hápdi’","adjective","","","","","140"
"hápay","verb","","","","","140"
"hápaw","verb","","","","","140"
"hapá’","verb","","","","","140"
"hángus","verb","","","","","140"
"hangúp","verb","","","","","140"
"hángin","noun","","","","wind.","140"
"hángdu’","verb","","","","","140"
"hángdu’","verb","","","","","140"
"hángkat","noun","","","","","140"
"hángbas","verb","/ma-/; /mag-, -un/; /mag-, -an/; /mag-/","113 /ma-/ painful, smart pain. /mag-, -un/ to bend low, to lean onto for support. Naghápay ang ságing. The banana plant leaned for ward. /mag-, -an/ to skim, to make a sweeping motion over the top of a container to make even the contents. Ginhapáwan sa ng tindéro ang bugás.","The sa lesman skimmed the top of the rice.","/mag-/ to prostrate oneself with arms outstretched.","140"
"hapús","adjective","","","","","141"
"hapús","verb","","","","","141"
"hápun","noun","","","","afternoon.","141"
"Hapún","noun","","","","","141"
"hápu’","verb","","","","","141"
"háplus","verb","","","","","141"
"háplit","verb","","","","","141"
"háplik","verb","","","","","141"
"háplay","verb","","","","","141"
"háplas","verb","","","","","141"
"háplak","verb","","","","","141"
"hápit","verb","","","","","141"
"hapi’n","noun","","","","","141"
"hapi’n","verb","/ma-/; /mag-, -an/; /-un/; /mag-, -un/","114 /ma-/ easy, manageable. /mag-, -an/ to alight, to perch, to turn dark in the late afternoon. Naghápun ang píspis. The bird alighted. Japanese, Japan. /-un/ to be tired, to be exhausted. /mag-, -un/ to rub with ointment, to smear.","Naghápun ang píspis.","/mag-, -un/ to give a si de stroke, to si de sweep, to flick away.","141"
"hátag","noun","","","","","142"
"hásta","adverb","","","","until.","142"
"harúthut","verb","","","","","142"
"harúput","noun","","","","breeze.","142"
"harína","noun","","","","","142"
"flour.","verb","","","","","142"
